metric,value
false_positives_value,"202403587; Complaint in Confession of Judgment; $28,133.91."
false_positives_value,"7 9 4 , 5 4 $ d i v a D n e r u a L ."
false_positives_value,"661 Moore Road, King of Prussia, PA 19406."
false_positives_value,30 FEET OF LOT NOS.
false_positives_value,"16600, Page 366, Block and Lot 0849-A-00138-0000-00. 81."
false_positives_value,"9 Dewalt Avenue, Pittsburgh, PA 15227."
false_positives_value,426 W. Lancaster Ave.
false_positives_value,500 • Monthly (4 issues) ............................................
false_positives_value,"21 22 WASHINGTON COUNTY REPORTS hereby given to request all persons having claims against the decedent to make known the same to the Administrator or attorney, and all persons indebted to the decedent to make payment to the Admin-"
false_positives_value,"11, 2023, Plaintiffs filed with this Court approximately 75 additional pleadings originally filed in the docket of the federal action."
false_positives_value,"7 E. Philadelphia Avenue, Suite 1, Boyertown, PA 19512 STEITZ, ROSANNE THERESA, dec’d."
false_positives_value,"5. 2020 MORTGAGE FORECLOSURE MORTGAGE FORECLOSURE Property in Upper Darby Township, County of Delaware and State of Penn- sylvania."
false_positives_value,"D. Scott Lautner, Esq., 68 Old Clairton Rd., Pittsburgh, PA 15236"
false_positives_value,"7 NOTICE IS HEREBY GIVEN that the Certificate of Organization has been filed with the Department of State of the Commonwealth of Penn- sylvania, in Harrisburg, Pennsylvania under the provisions of the Pennsyl- vania Uniform Limited Liability Company Act of 2016, approved November 21, 2016, Nov. 21, P.L. 1328, No. 170."
false_positives_value,"798 Kato Road, Snow Show (Township), PA."
false_positives_value,"resi- BEING Premises: 109 Parkview Circle, dential dwelling."
false_positives_value,"8270 Fieldshire Dr., Mechanicsburg, VA 23111"
false_positives_value,"566, B/L #733-A-330. of William H. White, deceased, Jessica R. White, known Heir of William H. White, deceased, Heather L. White, known Heir of William H. White, deceased Having erected thereon a two family dwelling being known and numbered as 1116 South Ave., Pittsburgh, PA 15221."
false_positives_value,"46 Change of Name COURT OF COMMON PLEAS BUCKS COUNTY, PENNSYLVANIA CIVIL ACTION – LAW NO. 2023-06098"
false_positives_value,94.
false_positives_value,"19, 2018, thereby vesting"
false_positives_value,"215) 579-7700 No. 618 of 2019 GD No. 18 of 2024 ED Wilmington Trust, National Association, not in its Individual Capacity, but solely as Trustee for MFRA Trust 2014-1 Plaintiff v. Charles Samuel Smith and Valerie Suzanne Smith Defendant By virtue of a writ of execution case number"
false_positives_value,"DE- SCRIBE the same premises conveyed by Warranty Deed from Daniel J. Learn and Ginger M. Learn, his wife, to Daniel J. Learn dated August 24, 1993 and recorded August 31, 1993 in Bradford County Record Book 263 at Page 644."
false_positives_value,3 3 8 I
false_positives_value,"17, 2023)"
false_positives_value,"02/14/1990 and recorded in the Office of Recorder of Deeds of Bradford County on 02/14/1990 at Book 138 Page 008 granted and conveyed unto CHARLES E. WOOD AND SHARON WOOD, HIS WIFE."
false_positives_value,254365.00 Milford Twp 78991. 00
false_positives_value,"26, 2007 and recorded February 27, 2007 in Instrument Number 2007-00002567, granted and conveyed unto Estate of Rose Kathryne Gill."
false_positives_value,"25, 2016 Settlor: Rachael A. Parsons Late of Ferguson Township Executor/Trustee: Janet E. Parsons Attorney: Kathleen V. Yurchak, Esquire Steinbacher, Goodall & Yurchak 328 South Atherton Street State College, PA 16801 ______________________________________ LEGAL NOTICE NOTICE TO: CHARLEY M. SAWYER."
false_positives_value,$ 100 One-Half Page ad: • Weekly (52 issues) ..........................................
false_positives_value,1 1 $ C E S O J S A G R A V I G N D A E R F O Y T I C T S H T 0 1 N 1
false_positives_value,"Jane S. Bush c/o James Dolan, Esquire, 1009 Girard Avenue, Swarthmore, PA 19081."
false_positives_value,#: 2022-15235.
false_positives_value,"19082 ERIC R. KEMP, dec’d."
false_positives_value,"1-1/2 story, single frame dwelling with composition shingle roof, consisting of 9 rooms, 1-1/2 baths."
false_positives_value,412-261-0518 Lawyer Referral Services 412-261-5555 Neighborhood Legal Services 412-255-6700 Do not delay.
false_positives_value,#2023-CV-00749 NOTICE is further given to all parties in interest and claimants.
false_positives_value,"46 IN THE COURT OF COMMON PLEAS OF BUTLER COUNTY, PENNSYLVANIA IN THE COURT OF COMMON PLEAS OF BUTLER COUNTY, PENNSYLVANIA NOTICE OF FILING OF PETITION FOR CHANGE OF NAME OF A MINOR IN THE MATTER OF: Ms.D. 2023-40083 Notice is hereby given that, on April 10th, 2023, a Petition for Change of Name of a Minor, was filed in the above-named Court by Kayla Ball and David Bilodeau Jr, Parent and Natural Guardian of Avery Jeannette Bilodeau, a minor, requesting an order to change the name of Avery Jeannette Bilodeau, a minor, to Avery Jeannette Bilodeau-Ball."
false_positives_value,"104 Issues 33,34,35 Dougherty, Michael Patrick Late of Claysville Washington Co., PA File No. 63-24-0173"
false_positives_value,"8731 South Fieldpointe Dr., Oak Greek, WI 53154"
false_positives_value,"2108 Crestas Avenue, North Versailles, PA 15137."
false_positives_value,"3 Block “H” on Part of Colonial Park Plan, said Plan recorded in Plan “H”, Page 3 Dauphin County Records."
false_positives_value,"sixty-five one thousandths acres, more or less."
false_positives_value,"412) 561- 1100 MCLJ – February 20, 27, March 5, 2024 MATTERS, RONALD E. a/k/a MATTERS, RONALD a/k/a MATTERS, RONALD E. SR."
false_positives_value,"Two Chatham Center, Suite 985, Pittsburgh, PA 15219."
false_positives_value,"3038 Church Road, Lafayette Hill, PA 19444."
false_positives_value,"8,961.99 KML Law Group, P.C., Attorneys JERRY L. SANDERS, JR., Sheriff No. 006461"
false_positives_value,249-S-186. 5.
false_positives_value,"202403386; Complaint in Partition; MacFarlan, David M. O’MALLEY, JOHN - Salutric, Ronald; 202403618; Petition to Appeal Nunc Pro Tunc."
false_positives_value,"19 Devon Road, Newtown, PA 18940."
false_positives_value,456-M-125.
false_positives_value,"620 Baker St, Minersville, PA 17954."
false_positives_value,"60 E. Court St., P.O. Box 1389, Doylestown, PA 18901."
false_positives_value,63-24-00252
false_positives_value,14 NORTHAMPTON COUNTY REPORTER Vol.
false_positives_value,"017338—$4,975.25 Joseph W. Gramc, Esq. 412-281-0587"
false_positives_value,004143; Citibank N. A. vs Berta; P-atty:
false_positives_value,"h a m p t o n , Northampton County, PA Administratrix: Cathy Lynne Bailey c/o Kristin M. Harvey, Esquire, Knafo Law Offices, LLC, 2740 Nazareth Rd., Easton, PA 18045"
false_positives_value,"re: Petition of Michelle Los and Kelsea Los, for change of names to Michelle Pasquerilla and Kelsea Pasquerilla."
false_positives_value,"46 Attorney: ROBERT V. LITTNER, 512 N. New Street, Bethlehem, PA 18018."
false_positives_value,19
false_positives_value,61-03-0201- .000.
false_positives_value,"2023-27836 NOTICE IS HEREBY GIVEN that on December 26, 2023, the Petition of Jill S. Castanon was filed in the above-named Court, praying for a Decree to change the Petitioner’s name to JIL S. CASTANON."
false_positives_value,"5, 2015, and will surrender its Certificate of Authority/Foreign Registration to do business in Pennsylvania."
false_positives_value,556-C-296. 42.
false_positives_value,"re: M.G., 855 A.2d 68, 73-74 (Pa. Super. 2004)."
false_positives_value,"5, 2024, at 10:00 o’clock A.M. - ONLINE, at https:// washington.pa.realforeclose.com."
false_positives_value,"1:30 PM Docket #: 622-2020 Commonwealth of PA vs. Samantha Kelly Arraignment Plaintiff Attorney: District Attorney Defense Attorney: Christian Weed, Esq."
false_positives_value,"01’’ West 165.05 feet to an iron pin corner at the side of Front Street, being the most"
false_positives_value,"70, Newtown, PA 18940."
false_positives_value,"8, 2024 Christina A. Mertz Clerk of the Court of Common Pleas Orphans’ Court Division Sunbury, PA 17801"
false_positives_value,257.12) FEET THE NORTHEASTWARDLY NORTHWEST
false_positives_value,"130 S. 18th Street, Apt. 1504, Philadelphia, PA 19103."
false_positives_value,"twenty (20) days of this Publication, the case may pro­ ceed without you and a judgment may be entered against you for the relief requested in the Complaint by the plaintiff."
false_positives_value,"610 W. Germantown Pike, Suite 350, Plymouth Meeting, PA 19462 VOGEL, CHARLOTTE ANN HINER, dec’d."
false_positives_value,"2 before the Honorable Evan S. Williams III, Bradford County Courthouse, 301 Main Street, Towanda, Pennsylvania 18848."
false_positives_value,"19023 GEORGE W. METZ, dec’d."
false_positives_value,"1050 Saxonburg Blvd., Glenshaw, PA 15116."
false_positives_value,"0 0 0 , 7"
false_positives_value,two-story half-double residential dwelling with vinyl siding/brick exterior and shingle roof.
false_positives_value,"433 East Railroad Street, Nesquehoning, PA 18240."
false_positives_value,Dis- tribution will be filed within thirty (30) days from the date of sale and distribution will be made in accordance with the Schedule of Distribution unless exceptions are filed thereto within ten (10) days thereafter.
false_positives_value,19 DELAWARE COUNTY LEGAL JOURNAL Vol. 111
false_positives_value,"7 IN THE COURT OF COMMON PLEAS OF NORTHAMPTON COUNTY, PENNSYLVANIA CIVIL ACTION—LAW JURY TRIAL DEMANDED JONATHAN RODRIGUEZ 149 Frank Drive Northampton, PA 18067 Plaintiff vs. JOERG LINSENMAIER 3545 Jonathan Ct."
false_positives_value,"its Individual Capacity, but Solely, as Trustee for MFRA Trust 2015-1."
false_positives_value,1040
false_positives_value,"1325 Franklin Avenue, Suite 160 Garden City, NY 11530"
false_positives_value,"the northeast corner of other lands of Lee R. and Doris M. Simons; thence running along other lands now or formerly of Lee R. and Doris M. Simons North 86° 26’ 59” West 100 feet to a tree on corner, pin being 1.8 feet off corner; thence running along lands now or formerly of Leland Es- telle, being parallel to Front Street, North 03° 33’ 01” East 21.2 feet to an iron pin corner, still in line of lands now or formerly of Le- land Estelle; thence running along lands now or formerly of Leland Estelle South 86° 26’ 59” East 100.00 feet to an iron pin corner on Front Street; thence running along Front Street South 03° 33’ 01” West 21.2 feet to an iron in on Front Street, being the point and place of beginning."
false_positives_value,855)225-6906 No. 1667 of 2023 GD No. 325 of 2023 ED NATIONSTAR MORTGAGE LLC Plaintiff v. KATHLEEN J. SCARMAZZI Defendant(s)
false_positives_value,"56 the property now or late of Samuel Phillips; thence Eastwardly along the same, making an interior angle of one hundred"
false_positives_value,523-B-158. 67.
false_positives_value,"or attorney, and all persons indebted to the decedent to make payment to the Executrix without delay."
false_positives_value,six BCCYS witnesses and eight witnesses for Mother over the course of three days during this trial.
false_positives_value,"202403713; Mechanics Lien Claim; $27,675.00."
false_positives_value,"39 Collingdale 13, 17, 32, 34 Lansdowne 6 Marcus Hook 12 Prospect Park 23 Ridley Park 10 Sharon Hill 26 Yeadon 11 CITY Chester 14 TOWNSHIP Aston 16, 29 Haverford 7 Lower Chichester 38 Marple 37 Nether Providence 35 Radnor 21 Ridley 8 Tinicum 1, 5, 9 Upper Chichester 25 Upper Darby 2, 3, 4, 15, 18, 22, 24, 27, 30, 31, 33, 36 Upper Providence 28 Conditions: $ 3,000.00 cash or certified check at time of sale (unless otherwise stated in advertisement), balance in ten days."
false_positives_value,"115 E. Broad Street, Bethlehem, PA 18018 FETTEROLF, ALAN D., dec’d."
false_positives_value,"2021 Pike County Legal Journal 3305 LAKE ARIEL HIGHWAY, SUITE 3 HONESDALE, PA 18431"
false_positives_value,"Jenny Shawley, North 36° 15’ West a distance of 296.90 feet to an iron pin; thence North 52° 15’ East a distance of 132.00 feet to an iron pin; thence South 36° 15’ East a distance of 24.50 feet to an iron pin; thence North 52° 45’ East a distance of 13.50 feet to an iron pin; thence south 42° 40’ East 214.32 feet to an iron pin; thence South 53° 03’ West a dis- tance of 36.18 feet to an iron pin; thence South 36° 15’ East a distance of 50 feet to an existing iron pin; thence South 48° 51’ West 132.46 feet to an iron pin, the original place of beginning."
false_positives_value,493 SECOND STREET AND ALSO A FRAME GARAGE.
false_positives_value,570-251-1512 F: 570-647-0086 www.pikecountylegaljournal.com
false_positives_value,"116, Issue 8 FINA, LEONARD R., dec’d."
false_positives_value,"14° 44' EAST, ALONG THE EAST LINE OF SIEG HILL ROAD, A DISTANCE OF ONE HUNDRED FORTY-SIX AND TWENTY- SIX HUNDREDTHS (146.26) FEET TO AN IRON PIN; THENCE SOUTH 88° 41' EAST, ALONG THE SOUTH LINE OF THE WHEATLAND ROAD, A DISTANCE OF TWO HUNDRED EIGHTY-TWO AND SEVENTY-TWO HUNDREDTHS (282.72) FEET TO AN IRON PIN; THENCE SOUTH 14° 44' WEST, ALONG THE LINE OF LANDS NOW OR FORMERLY OF JAMES KAIKIS, A DISTANCE OF TWO HUNDRED EIGHTEEN AND EIGHTY- TWO HUNDREDTHS (218.82) FEET TO AN IRON PIN; THENCE NORTH 75° 16' WEST, ALONG THE NORTH LINE OF LANDS NOW OR FORMERLY OF KARL HOFFMAN, A DISTANCE OF TWO HUNDRED (275.00) FEET TO AN IRON PIN AND THE PLACE OF BEGINNING SEVENTY-FIVE Being known as: 343 Sieg Hill Road, West Middlesex, Pennsylvania 16159"
false_positives_value,"10, 2024, at 9:30 a.m. as the time and the Motions Room, City-County Bldg., Pittsburgh, PA 15219, as the place for a hearing, when and where all persons may 12 • Pittsburgh Legal Journal show cause, if any they have, why said names should not be changed as prayed for."
false_positives_value,"241 OAKWOOD AV- ENUE, STATE COLLEGE, PA 16803"
false_positives_value,"100 FEET WEST OF THE SOUTHWEST OF ESTHERTON AVENUE AND GREEN STREET, AT THE WESTERN LINE OF PROPERTY NOW OR FORMERLY OF ANNETTE DAVID FEINBERG, THENCE SOUTHWARDLY ALONG THE WESTERN LINE OF SAID FEINBERG PROPERTY AND PARALLEL WITH GREEN STREET 96.1 FEET TO A POINT ON THE NORTHERN AND HIS WIFE; INTERSECTION FEINBERG Advertisements appearing for First Time Miscellaneous Notices SAID PLAN LINE OF LOT NO. 96"
false_positives_value,17109 PARCEL
false_positives_value,"905 GANNON, DOROTHY E., dec’d."
false_positives_value,"two and one-half story, frame dwelling house, frame barn, and other frame outbuildings thereon erected, situate on the Northeasterly corner formed by the intersection of Township Route Number 391, known as Miller Road and leading to Gring’s Hill Road, with State Legislative Route Number 06184, known as Gelsinger Road and leading from State Legislative Route Number 06072, known as Gring’s Hill Road, toward Fritztown, in the Township of Spring, County of Berks and Commonwealth of Pennsylvania, bounded and described as follows, to wit: BEGINNING at a railroad spike in the center of the aforementioned intersection of Miller Road and Gelsinger Road, the said spike marking a corner common to property now or late of Luke Fitterling, known as number 130 Gelsinger Road, and the most Southwesterly corner of the premises herein described; thence from the said place of beginning and extending in and along Miller Road and along the said property now or late of Luke Fitterling, North thirty degrees (30°) sixteen minutes"
false_positives_value,1133-S-355. 75.
false_positives_value,"10 Westwood Road, Pottsville, PA 17901 LOUGHRAN, EDWARD JAMES a/k/a SEAMUS LOUGHRAN, deceased Late of Pottsville, Schuylkill County, PA Administrator: Jesse Loughran, 601 Pierce Street, Pottsville, PA 17901"
false_positives_value,"10:30 AM in Courtroom 3 of the Butler County Government Center as the time and place for a hearing on said petition, when and where all interested parties may appear and show cause, if any, why the request of the Petitioner should not be granted."
false_positives_value,27
false_positives_value,"90 DEGREES WITH THE NORTHERLY BOUNDARY LINE OF SAID COLUMBIA AVENUE, A DISTANCE OF 75.0 FEET TO AN IRON PIN AND CORNER OF LANDS OF EDMUND R. GARDNER; THENCE ALONG THE SOUTHERLY LINE OF LANDS OF EDMUND R. GARDNER IN A NORTHEASTERLY DIRECTION FORMING AN INTERIOR ANGLE OF 90 DEGREES WITH THE LAST MENTIONED BEARING A DISTANCE OF 20.0 FEET TO AN IRON PIN; THENCE ALONG RESIDUE LANDS OF GRANTOR IN A SOUTHEASTERLY DIRECTION FORMING AN INTERIOR ANGLE OF 90 DEGREES WITH THE LAST MENTIONED BEARING A DISTANCE OF 75.0 FEET TO AN IRON PIN IN THE N O RT H E R LY B O U N D"
false_positives_value,"577 A.2d 907, 909 n.1 (Pa."
false_positives_value,"3 South Main Street, Muncy, Pennsylvania, #12-14 17756, Attorney."
false_positives_value,$48.191.97 PLUS COSTS & INTEREST.
false_positives_value,resi- Hussain. dential property.
false_positives_value,2001 Fayette County Bar Association.
false_positives_value,"2042 Alice Drive, Township of Lower Saucon, Northampton County, PA Administratrix: Cristina DeMatos Carosiello, 2042 Alice Drive, Bethlehem, PA 18015"
false_positives_value,"2016, 15 Pa.C.S. § 8811"
false_positives_value,"2755 Century Boulevard, Wyomissing, PA 19610 FREDERICK, SARA JANE also known as FREDERICK, SARA J., dec’d."
false_positives_value,"49 HEWITT ROAD AKA 49 WEST HEWITT ROAD, WEST MIDDLESEX, PA 16159 PARCEL ID/CONTROL ID: 27 184 243/27- 10670 DATED 2/19/2020 BEING THE SAME PREMISES WHICH ROBERT A. SANDERS, SINGLE BY AND DEED RECORDED 2/21/2020 IN THE OFFICE OF THE RECORDER OF DEEDS IN DEED BOOK INSTRUMENT NUMBER: 2020- 00001610, GRANTED AND CONVEYED UNTO KARIN SANDERS, SINGLE."
false_positives_value,"000955—$51,782.94 Stern & Eisenberg, PC 215-572-8111 In the Commonwealth of Pennsylvania, County of Allegheny, and the 26th Ward of the City of Pittsburgh: Having erected thereon a dwelling being known and numbered as 208 Bonvue St., Pittsburgh, PA 15214."
false_positives_value,"32,33,34 Bakewell, Elizabeth A. a/k/a Elizabeth Ann Bakewell Late of Monongahela Washington Co., PA File No. 63-24-0185 The Register of Wills has granted Letters on the Estate of the Decedent."
false_positives_value,One-Third Page ad: • Weekly (52 issues) ..........................................
false_positives_value,10:00 a.m. online at www.bid4assets.com.
false_positives_value,31-00-03853-00-4.
false_positives_value,"1365 Towa- mensing Trail Road, Albrights- ville, PA 18210."
false_positives_value,"401 W. Moreland Avenue, Hatboro, PA 19040."
false_positives_value,"28; Apr. 4 NOTICE FOR CHANGE OF NAME NOTICE IS HEREBY GIVEN that on March 8, 2024, the Petition of Name Change was filed in Northamp- ton County Court of Common Pleas at No. C-48-CV-2024-001868, seeking to change the name of minor child from Orion Dominic Debias to Orion Dominic Holden."
false_positives_value,"6, 2006, and recorded on April 3, 2006, in the Bucks County Recorder of Deeds Office at Deed Book Volume 4897 at Page 2009, as Instrument No. 2006039050."
false_positives_value,63-24-00245
false_positives_value,"10/18/2019 Patsy Ann Richards departed this life on 2/29/2020 this JUDGMENT - $ 22,847.20 SEIZED AND TAKEN IN EXECUTION"
false_positives_value,"395, Instrument Number 1998-020339."
false_positives_value,"20 CHRISTOPHER DeNARDO, ESQUIRE JUDGMENT AMOUNT: $178,729.72 ALL THAT CERTAIN piece or parcel of land situate in Middle Paxton Township, Dauphin County, Pennsylvania, more particularly bounded and described in accordance with a survey of D. P. Raffensperger, dated October 7, 1970, as follows, to wit: BEGINNING at a point on the eastern line of lands now or formerly of Erb, which point is located north 13 degrees west, 58 feet from a point in the center of relocated Pennsylvania State Route 443, which point is 5,480 feet east of Front Street; thence along said lands now or formerly of Erb, north 13 degrees feet to a point; thence west 110 continuing along same, north 14 degrees, 10 minutes west, 67.30 feet to a point; thence along lands now or formerly of Jerry Wilt, the following courses and distances: North 75 degrees, 50 minutes east, 74.18 feet to a point; south 69 degrees, 36 minutes east, feet; south 32 degrees, 41 68.50 minutes east, 151.52 feet to a point marked by a nail; and south 77 degrees 30 minutes west, 181 feet to the point and place of BEGINNING."
false_positives_value,"1035 Thomas St., Monongahela, PA 15063, Catherine L. Podroskey, 336 Chess St., Monongahela, PA 15063, Attorney: James W. Haines, Jr., Esq., 1202 W. Main St., Monongahela, PA 15063"
false_positives_value,202403594; Defendants Appeal from District Justice.
false_positives_value,Mildred Pearl Fehl
false_positives_value,4 7 3 I P W T D R 4 7 0 3 4 8 4 0 0 3 4 5 6 7 6 7 1 6 0 0 .
false_positives_value,"$70,910.38 ALL THAT UNEXPIRED LEASEHOLD or TERM OF YEARS (which expires on October 1, 2049) in and to ALL THAT CERTAIN tract or parcel of ground, situate in the Borough of Middletown, Dauphin County, Pennsylvania, together with the improvements thereon erected, being Lot No. 17, Block II, on the Plan of Oak Hills Addition No. 3, which Plan is recorded in the office of the Recorder of Deeds in and for Dauphin County in Plan Book R, Page 18, a re-recording of said Plan wherein names of some of the streets were changed is recorded in Plan Book R, Page 84, more particularly bounded and described as follows: BEGINNING at a point on the north side of Cypress Drive, said point being 50 feet west of the westerly terminus of a 15 feet radius curve which connects Cypress Drive and Chestnut Street; thence extending along the north side of Cypress Drive in a westerly direction on a curve to the left having a radius of 421.94 feet the arc distance of 54.79 feet to a corner of Lot No. 18; thence along Lot No. 18 in a northly direction of 108.94 feet to a corner of Lot No. 13; thence along Lot No. 13, in a northeasterly direction 9.71 feet to a corner of Lot No. 15; thence along Lot No. 15 in an easterly direction 62.12 feet to a corner of Lot No. 16; thence along Lot No. 16 in a southerly direction 103.68 feet to the point and place of BEGINNING."
false_positives_value,"931 LLC, LM 931 LLC, RCS 1512 LLC, QUALITY LHE ASSOCIATES LP - Motus Development 1, LLC, Motus Equities 1 LLC; 23 16144; Brooke E. Newborn."
false_positives_value,"5021 Orchard Avenue, Bethel Park, PA 15102."
false_positives_value,"23 16273; Bookbindery LLC (the), IPP."
false_positives_value,"$80,099.42."
false_positives_value,Melissa Guiddy FAYETTE LEGAL JOURNAL V _______________________________________
false_positives_value,"309480 (McCabe, Weisberg & Conway, LLC), Attorney(s)."
false_positives_value,5103(a)-(b) (emphasis added).
false_positives_value,100 $75 $125 Notice Pricing One time Insertions Incorporation Notices Fictitious Name Registration Petition for Change of Name Estate Notice (3-time insertion)
false_positives_value,352000.00 Porter Twp 173000.00
false_positives_value,"716 12th Avenue, Munhall, PA 15120."
false_positives_value,"seven days of filing of the Sheriff’s deed, provide written notice of the conveyance to the Allegheny County Office of Property Assessments."
false_positives_value,ff A E N
false_positives_value,"8176 Massillon Ct., Vienna, VA 22182"
false_positives_value,"5699, Page 231."
false_positives_value,"2480-B Durham Rd., Bristol, PA 19007."
false_positives_value,23 16314; Andrew D. Loewy.
false_positives_value,". P.O. Box 284 Somerset, PA 15501"
false_positives_value,"73 NORTH MAPLE AVENUE, POTTSV1LLE, PA 17901."
false_positives_value,"17, 2004 and recorded on March 1, 2005, in the Berks County Recorder of Deeds Office at Deed Book Volume 4539 at Page 0796, as Instrument No. 2005010501, granted and conveyed unto Todd W. Painton and Susan Painton, his wife."
false_positives_value,"613 of the Real Estate Tax Sale Law of 1947 as amended, intends to engage in a Private Sale of the following property on May 13, 2024 at the Tax Claim Bureau Office located at One Montgomery Plaza, Suite 600, Norristown, PA 19401"
false_positives_value,10% OF THE BID AMOUNT.
false_positives_value,300 • Single Issue ....................................................
false_positives_value,601 on said Plan.
false_positives_value,47 “[Q]uantity does not equal quality when a child’s best interests and permanency are at stake.”
false_positives_value,"k / a C H E S T E R WILLIAMS, dec’d."
false_positives_value,"2022-03866 to be sold in is situated Property the TOWNSHIP OF BENSALEM, County of Bucks and State of Pennsylvania."
false_positives_value,"530 Street Road, P.O. Box 572, Southampton, PA 18966."
false_positives_value,"41,634.35 Hand Money $14,254.39 Brock & Scott, PLLC, Attorneys Brock & Scott, PLLC, Attorneys JERRY L. SANDERS, JR., Sheriff JERRY L. SANDERS, JR., Sheriff No. 007210"
false_positives_value,"986 Brodhead Road, Moon Township, PA 15108."
false_positives_value,88 DEGREES 6 MINUTES EAST ALONG THE SOUTHERN BOUNDARY OF SAID LOT
false_positives_value,1800
false_positives_value,"253 Little Deer Creek Road, Cheswick, PA 15024, more fully described as parcel second in Deed Book Volume 10942, Page 63; and being designated as Block and Lot No. 1084-A-154; and Parcel II: Having erected thereon an industrial small shop being known and numbered as 242 Little Deer Creek Road, Cheswick, PA 15024, more fully desrcibed as parcel fourth in Deed Book Volume 10942, Page 63; and being designated as Block and Lot No. 1084-E-89."
false_positives_value,"1, 8, 15, 2023 McCann, Charles J. a/k/a Charles McCann, deceased, of Munhall, PA."
false_positives_value,23 16204;
false_positives_value,1 1 9 S o u
false_positives_value,"23-02920 Judgment Amount: $83,357.07 Attorney:"
false_positives_value,"290 Wood- land Lake Road, Rome, PA 18837"
false_positives_value,"its principal office is 1 Greenway Plaza, Suite 840, Houston, TX 77046."
false_positives_value,"XVII Perry Russell, Esq. (202929"
false_positives_value,"Edwin L. Stock, Esquire, STOCK LAW, 50 N. 5th Street, 4th Floor, m8-22 Reading, PA 19601"
false_positives_value,0634-J-00348.
false_positives_value,23-04552
false_positives_value,Andrew Loewy; Award Ex Parte.
false_positives_value,"7/19/2012 AND RECORDED 7/20/2012 IN THE OFFICE OF THE RECORDER OF DEEDS IN DEED BOOK AT PAGE INSTRUMENT #20120021074, GRANTED AND CONVEYED UNTO CODY A. BALMER, A SINGLE MAN."
false_positives_value,30-00-02288-00-4.
false_positives_value,"29: thence along same, North 24 degrees West."
false_positives_value,"19063 ROSEMARY BENDLER, dec’d."
false_positives_value,"100 S. Main Street, Ste. 201, Doylestown, PA 18901."
false_positives_value,"100 South Street PO Box 186 Harrisburg, PA 17108"
false_positives_value,their conclusion that the denial of termination would pose a further risk to the health and well-being of Child.
false_positives_value,"11 BECKER, DAVID JONATHAN, dec’d."
false_positives_value,11
false_positives_value,"202403703; Civil Action; O’Shaughnessy, William B. SORYAL, CHRISTINE - Bank of America, N.A.; 202403614; Civil Action; Polas, Bryan J. SUMNER, GABRIEL: PATTERSON, CHIANNE - Patterson, Charmaine; 202403870; Complaint for Custody/Visitation."
false_positives_value,570.969.5360 thomas.vanaskie@stevenslee.com www.stevenslee.com
false_positives_value,227 MacDade Blvd.
false_positives_value,"43-009-023-000-0000 PREMISES BEING: 1020 Mountain Rd., Dauphin, PA 17018 SEIZED AND SOLD as the property of Diana L. Berkstresser and Rose M. Hess under judgment #2023-CV-05987 NOTICE is further given to all parties in interest and claimants."
false_positives_value,"986 Brodhead Rd., Moon Twp., PA 15108"
false_positives_value,"575-183, and being further bounded and described as follows: BEGINNING at an iron pin on the South right of way line of East Beaver Street, said point being the Northeast corner of the parcel herein described and the Northwest corner of land of Walter T. and Luanne Rock; thence South 1° East, along land of Walter T. and Luanne Rock and land of National Fuel Gas Distribution, a distance of 250.30 feet to an iron pin on the North right of way line of East South Street; thence South 89° 38' West, along the North right of way line of East South Street; a distance of 60 feet to an iron pin; thence North 1° West, along land of Robert and Georgeanne Brown, a distance of 250.30 feet to a stone marker on the South right of way line of East Beaver Street; and thence North 89° 38' East, along the South right of way line of East Beaver Street, a distance of 60 the place of feet BEGINNING."
false_positives_value,"191 Second Avenue, Sharon, PA 16146 Being the same premises that Wasyl Pawluk and Maria Pawluk, husband and wife, by deed dated 5/9/1979 and recorded 6/7/1979 in the office of the Recorder of Deeds in the County of Mercer, Commonwealth of Pennsylvania as Instrument No."
false_positives_value,"3531 Ma- honing Mountain Road, Lehigh- ton, PA 18235."
false_positives_value,"13 Springfield Drive, Collegeville, PA 19426."
false_positives_value,"21-SU-462 Carrington Mortgage Services, LLC vs. Melissa Walker, In Her Capacity as Heir of Michael W. Smith, Unknown Heirs, Successors, Assigns, And All Persons, Firms or Associations Claiming Right, Title or Interest From or Under Michael W. Smith, Jessica Smith, In Her Capacity as Heir of Michael W. Smith Property Address: 51 Shirley Trail, Fairfield, PA 17320 UPI/Tax Parcel Number: 43028-0037---000 Owner(s) of Property Situate Township, Adams County, Pennsylvania Improvements Thereon: in Liberty A Residential Dwelling Judgment Amount: $181,523.47 Attorneys For Plaintiff: LOGS Legal Group, LLP, Christopher A. DeNardo, 3600 Horizon Drive, Suite 150, King of Prussia, PA 19406 NOTICE directed to all parties in interest and claimants that a schedule of distribution will be filed by the Sheriff in his office no later than"
false_positives_value,"202119198; ORDER/DAMAGES/$109,964.56."
false_positives_value,2.
false_positives_value,542.
false_positives_value,"1 Roberts Avenue, Glenside, PA 19038 STOREY, JOYCE BARBARA, dec’d."
false_positives_value,199.
false_positives_value,"Deborah Hetherington, 45 Oak Hill Road, Weatherly, PA 18255."
false_positives_value,12/7/2023 NO. C-0048-CV-2023-05666
false_positives_value,"7, 2007, in the Northamp- ton County Recorder of Deeds Office in Book 2007-1 at page 289652."
false_positives_value,"532 Foxwood Lane, Paoli, PA 19301."
false_positives_value,"12, 2023."
